Gender,Married,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,No,Not Graduate,No,13154,9114,284,180,0,Urban,Rejected
Female,Yes,Not Graduate,No,3653,1661,359,180,1,Semiurban,Rejected
Male,No,Not Graduate,No,7767,4999,72,240,0,Urban,Rejected
Male,No,Not Graduate,Yes,1589,1115,619,360,1,Rural,Rejected
Male,Yes,Graduate,No,8667,3158,182,360,1,Semiurban,Approved
Male,No,Graduate,Yes,10728,6916,122,360,1,Rural,Approved
Female,No,Graduate,Yes,13907,2766,173,360,0,Rural,Rejected
Female,Yes,Not Graduate,No,12636,6202,303,360,1,Urban,Approved
Male,No,Graduate,Yes,7447,361,233,180,1,Rural,Approved
Male,No,Not Graduate,No,3002,8440,143,300,1,Semiurban,Rejected
Male,No,Not Graduate,No,10831,5144,443,300,0,Urban,Rejected
Male,No,Graduate,Yes,8195,1908,75,300,0,Urban,Rejected
Female,No,Graduate,Yes,16157,3679,191,360,0,Rural,Rejected
Female,Yes,Not Graduate,Yes,6166,5166,174,300,0,Rural,Rejected
Male,Yes,Graduate,No,17673,7832,135,300,1,Urban,Approved
Male,Yes,Not Graduate,Yes,10589,6226,576,240,1,Urban,Approved
Female,Yes,Graduate,No,10717,3880,158,300,1,Rural,Approved
Female,Yes,Not Graduate,Yes,10712,5176,638,300,1,Semiurban,Approved
Male,Yes,Graduate,Yes,15508,3061,349,300,1,Rural,Approved
Male,Yes,Graduate,Yes,7157,2938,275,300,0,Rural,Rejected
Female,No,Graduate,No,8658,2601,419,300,0,Rural,Rejected
Male,No,Graduate,Yes,14768,8640,277,300,0,Rural,Rejected
Female,Yes,Not Graduate,Yes,2886,4223,82,300,1,Semiurban,Rejected
Female,Yes,Not Graduate,No,6523,3200,369,240,0,Urban,Rejected
Female,Yes,Graduate,Yes,9659,6858,608,360,1,Semiurban,Approved
Female,Yes,Not Graduate,Yes,5039,8393,224,240,1,Rural,Approved
Male,Yes,Not Graduate,Yes,9488,6269,421,240,1,Semiurban,Approved
Male,No,Graduate,Yes,5349,6283,381,300,1,Urban,Approved
Male,No,Graduate,No,4260,7395,688,360,0,Rural,Rejected
Female,No,Not Graduate,No,5832,5942,448,300,0,Rural,Rejected
Male,Yes,Not Graduate,No,19292,473,680,360,0,Rural,Rejected
Female,No,Graduate,Yes,4889,7272,458,360,1,Rural,Rejected
Male,No,Not Graduate,No,12070,1364,280,180,1,Semiurban,Approved
Male,No,Graduate,Yes,5165,3119,268,240,0,Urban,Rejected
Female,No,Not Graduate,No,15088,1704,696,240,0,Urban,Rejected
Male,No,Not Graduate,Yes,11025,7190,95,180,1,Rural,Approved
Female,Yes,Not Graduate,Yes,17410,774,266,360,1,Semiurban,Approved
Male,Yes,Graduate,Yes,6977,5841,640,180,1,Urban,Approved
Male,Yes,Not Graduate,Yes,17926,9082,70,360,0,Rural,Rejected
Male,No,Not Graduate,Yes,6502,7376,273,360,1,Urban,Approved
Male,No,Graduate,No,2263,4928,348,180,1,Semiurban,Rejected
Female,Yes,Graduate,Yes,12674,636,272,180,0,Rural,Rejected
Female,No,Graduate,Yes,7316,4847,137,300,1,Rural,Approved
Male,No,Not Graduate,Yes,11327,1747,203,300,1,Rural,Approved
Male,Yes,Graduate,No,4959,3237,520,180,0,Rural,Rejected
Male,Yes,Not Graduate,No,5463,623,631,180,0,Rural,Rejected
Male,Yes,Not Graduate,No,4008,8449,516,360,0,Rural,Rejected
Male,Yes,Not Graduate,No,7587,6989,474,360,0,Urban,Rejected
Male,Yes,Graduate,Yes,15755,5053,633,360,1,Rural,Approved
Female,Yes,Graduate,No,9301,1955,311,360,1,Urban,Approved
Female,Yes,Not Graduate,No,5708,7496,489,300,0,Rural,Rejected
Male,No,Not Graduate,No,14842,5327,244,300,0,Rural,Rejected
Female,No,Not Graduate,No,11065,3978,115,240,0,Semiurban,Rejected
Male,No,Not Graduate,Yes,11371,8833,430,180,0,Urban,Rejected
Male,Yes,Graduate,No,12565,1041,698,180,1,Urban,Approved
Male,Yes,Not Graduate,No,10885,3367,436,360,0,Rural,Rejected
Female,Yes,Not Graduate,Yes,8734,2844,607,180,0,Urban,Rejected
Male,No,Graduate,Yes,7783,399,474,300,1,Rural,Approved
Female,Yes,Not Graduate,Yes,5736,3509,254,240,1,Rural,Approved
Female,Yes,Not Graduate,Yes,5325,558,556,180,1,Semiurban,Approved
Female,No,Not Graduate,Yes,16833,3498,186,360,0,Semiurban,Rejected
Female,No,Graduate,Yes,17737,3629,560,180,1,Semiurban,Approved
Male,Yes,Not Graduate,Yes,3117,4889,239,240,0,Semiurban,Rejected
Male,No,Not Graduate,No,19219,4507,436,300,0,Urban,Rejected
Male,Yes,Graduate,No,8506,4377,609,360,0,Semiurban,Rejected
Female,No,Not Graduate,No,6288,4990,118,240,0,Rural,Rejected
Female,No,Graduate,No,3780,8554,173,360,1,Rural,Rejected
Male,Yes,Not Graduate,No,1572,9635,569,180,0,Rural,Rejected
Female,No,Not Graduate,Yes,2997,5538,411,360,0,Rural,Rejected
Female,No,Graduate,Yes,19835,6355,249,360,1,Urban,Approved
Male,No,Not Graduate,Yes,12114,6425,143,360,1,Urban,Approved
Female,Yes,Graduate,Yes,16304,7576,241,360,0,Rural,Rejected
Male,No,Graduate,Yes,7304,1309,161,180,1,Urban,Approved
Male,Yes,Not Graduate,No,7788,7590,353,300,1,Rural,Approved
Female,No,Graduate,No,3585,8923,264,360,1,Urban,Rejected
Female,No,Not Graduate,Yes,13919,4505,652,360,1,Urban,Approved
Female,No,Not Graduate,No,3148,1978,119,300,1,Rural,Rejected
Male,Yes,Graduate,No,16513,2295,176,300,0,Semiurban,Rejected
Male,No,Not Graduate,No,2372,9239,158,360,1,Rural,Rejected
Female,Yes,Not Graduate,No,18863,402,556,360,1,Rural,Approved
Female,Yes,Not Graduate,Yes,18757,8745,643,360,1,Rural,Approved
Female,No,Not Graduate,No,6724,8572,530,240,1,Rural,Approved
Female,Yes,Graduate,No,8624,3328,335,180,1,Rural,Approved
Female,No,Not Graduate,Yes,18344,4816,439,300,0,Rural,Rejected
Female,No,Not Graduate,Yes,15803,3941,542,360,1,Urban,Approved
Female,No,Not Graduate,Yes,10129,6628,125,300,1,Semiurban,Approved
Female,No,Not Graduate,Yes,11006,6748,478,180,0,Rural,Rejected
Female,No,Graduate,Yes,10132,8879,149,300,1,Rural,Approved
Male,Yes,Not Graduate,Yes,15097,3166,590,180,1,Urban,Approved
Female,Yes,Graduate,No,18442,1277,690,360,1,Semiurban,Approved
Male,Yes,Graduate,Yes,10036,2017,194,240,1,Semiurban,Approved
Female,Yes,Graduate,No,14306,3039,449,300,1,Rural,Approved
Male,Yes,Not Graduate,Yes,12237,5791,150,360,0,Urban,Rejected
Female,No,Not Graduate,Yes,7957,565,567,240,0,Semiurban,Rejected
Male,Yes,Not Graduate,Yes,2386,9443,622,360,0,Semiurban,Rejected
Male,Yes,Graduate,Yes,12701,1265,657,180,0,Semiurban,Rejected
Male,Yes,Not Graduate,Yes,17442,4853,558,360,1,Rural,Approved
Male,Yes,Graduate,Yes,10818,7456,478,240,1,Semiurban,Approved
Male,Yes,Not Graduate,No,11124,3410,288,300,0,Semiurban,Rejected
Male,Yes,Not Graduate,No,8745,4128,399,360,1,Urban,Approved
Female,No,Graduate,No,9703,9570,194,180,1,Urban,Approved
Male,Yes,Graduate,No,13352,5855,489,180,1,Urban,Approved
Female,No,Graduate,No,3092,8526,554,180,0,Rural,Rejected
Male,Yes,Not Graduate,Yes,10696,9703,100,300,1,Semiurban,Approved
Male,No,Graduate,Yes,7992,4867,624,240,0,Semiurban,Rejected
Male,Yes,Not Graduate,Yes,12021,2570,361,240,0,Rural,Rejected
Male,Yes,Graduate,Yes,14873,4000,421,240,0,Rural,Rejected
Female,No,Not Graduate,Yes,10012,2435,600,360,0,Rural,Rejected
Male,Yes,Graduate,No,11616,4680,236,300,0,Urban,Rejected
Female,Yes,Not Graduate,No,18928,3637,178,240,0,Semiurban,Rejected
Male,Yes,Not Graduate,Yes,6477,937,128,240,0,Semiurban,Rejected
Male,Yes,Not Graduate,Yes,3594,4091,618,180,1,Rural,Rejected
Male,Yes,Graduate,Yes,7563,4177,473,360,1,Rural,Approved
Male,No,Graduate,No,1783,7777,686,360,1,Semiurban,Rejected
Male,No,Not Graduate,Yes,18365,1323,242,180,1,Semiurban,Approved
Female,No,Not Graduate,Yes,7704,3891,64,240,1,Rural,Approved
Female,Yes,Not Graduate,No,17783,9672,594,360,1,Urban,Approved
Female,No,Graduate,No,3197,6663,182,360,0,Urban,Rejected
Male,Yes,Graduate,No,7419,5707,199,360,1,Semiurban,Approved
Male,No,Graduate,No,5336,3691,400,180,1,Semiurban,Approved
Female,Yes,Graduate,No,14522,8786,329,240,0,Rural,Rejected
Female,No,Graduate,No,9913,4270,512,300,1,Semiurban,Approved
Female,No,Graduate,No,16865,4424,647,360,1,Semiurban,Approved
Male,No,Graduate,No,16515,7587,148,240,1,Rural,Approved
Male,No,Graduate,Yes,14738,3558,429,300,0,Urban,Rejected
Male,No,Not Graduate,Yes,11855,7448,506,360,0,Rural,Rejected
Male,Yes,Graduate,Yes,18920,2526,358,300,0,Rural,Rejected
Male,Yes,Graduate,Yes,5417,2940,101,360,1,Semiurban,Approved
Female,Yes,Graduate,Yes,7018,5460,146,180,0,Rural,Rejected
Male,No,Not Graduate,Yes,1622,9783,346,180,0,Rural,Rejected
Male,No,Graduate,Yes,5946,5547,376,360,0,Semiurban,Rejected
Female,No,Not Graduate,Yes,13423,4304,93,180,1,Urban,Approved
Female,No,Graduate,Yes,19964,4719,329,180,0,Urban,Rejected
Female,No,Graduate,Yes,18737,7964,153,300,0,Semiurban,Rejected
Female,No,Graduate,Yes,11248,6702,483,300,0,Semiurban,Rejected
Male,No,Not Graduate,No,10058,6425,227,240,1,Urban,Approved
Female,No,Graduate,Yes,6368,594,465,360,0,Semiurban,Rejected
Female,Yes,Graduate,Yes,9122,9668,369,180,1,Semiurban,Approved
Male,No,Not Graduate,Yes,14214,7903,55,360,0,Rural,Rejected
Female,No,Not Graduate,No,6288,5669,166,360,1,Urban,Approved
Male,Yes,Not Graduate,No,11739,1376,587,180,1,Urban,Approved
Male,No,Not Graduate,Yes,9203,7525,411,360,1,Urban,Approved
Female,Yes,Not Graduate,Yes,15854,3955,102,180,1,Semiurban,Approved
Female,Yes,Not Graduate,No,11087,8858,528,180,0,Urban,Rejected
Female,Yes,Not Graduate,No,6564,4578,646,300,1,Urban,Approved
Male,No,Not Graduate,Yes,10056,5958,440,180,1,Urban,Approved
Male,Yes,Not Graduate,No,14267,9407,361,360,0,Urban,Rejected
Male,No,Not Graduate,Yes,9912,4198,99,240,1,Semiurban,Approved
Male,Yes,Not Graduate,Yes,6381,3722,662,300,0,Rural,Rejected
Female,Yes,Not Graduate,Yes,12755,8750,175,300,0,Urban,Rejected
Male,Yes,Not Graduate,Yes,6556,1584,527,180,1,Urban,Approved
Female,Yes,Not Graduate,No,11198,1297,95,300,1,Urban,Approved
Male,No,Graduate,No,6112,6395,179,300,1,Rural,Approved
Female,Yes,Graduate,Yes,16978,2351,100,180,0,Urban,Rejected
Male,No,Graduate,No,7134,8915,224,360,0,Rural,Rejected
Female,No,Graduate,Yes,17235,6217,254,300,0,Rural,Rejected
Female,Yes,Graduate,No,17951,7640,441,180,1,Semiurban,Approved
Female,Yes,Not Graduate,No,5975,1771,53,180,0,Semiurban,Rejected
Male,Yes,Not Graduate,No,3076,4206,178,300,0,Semiurban,Rejected
Male,Yes,Graduate,No,15698,2421,498,360,1,Urban,Approved
Male,Yes,Not Graduate,No,3019,9573,72,240,1,Urban,Rejected
Male,No,Graduate,No,12827,2461,693,240,1,Rural,Approved
Female,Yes,Not Graduate,No,13953,9805,518,240,0,Semiurban,Rejected
Female,Yes,Not Graduate,Yes,18589,3431,280,180,0,Urban,Rejected
Female,No,Graduate,Yes,15574,5812,600,360,1,Semiurban,Approved
Female,No,Graduate,Yes,9788,5111,692,180,1,Rural,Approved
Male,Yes,Not Graduate,Yes,17396,5121,526,360,0,Urban,Rejected
Male,Yes,Graduate,No,19884,221,185,300,0,Urban,Rejected
Female,No,Not Graduate,Yes,7060,9704,356,240,0,Semiurban,Rejected
Male,No,Not Graduate,Yes,11785,1448,547,240,0,Urban,Rejected
Male,Yes,Graduate,Yes,4028,3067,131,180,0,Semiurban,Rejected
Male,No,Graduate,No,8746,2605,120,360,0,Semiurban,Rejected
Female,Yes,Graduate,No,1854,3095,531,300,1,Urban,Rejected
Female,Yes,Graduate,No,11818,7527,380,240,1,Rural,Approved
Male,Yes,Not Graduate,No,19131,2343,196,180,1,Rural,Approved
Male,No,Not Graduate,No,3606,632,262,240,1,Rural,Rejected
Male,No,Graduate,No,10709,856,182,240,1,Semiurban,Approved
Female,Yes,Not Graduate,Yes,19953,4606,525,180,1,Rural,Approved
Male,No,Not Graduate,No,14530,1661,398,240,1,Rural,Approved
Male,No,Not Graduate,No,6702,4362,444,360,0,Urban,Rejected
Female,Yes,Not Graduate,No,1971,2593,341,300,1,Rural,Rejected
Female,Yes,Not Graduate,No,4698,4617,289,300,0,Rural,Rejected
Male,Yes,Graduate,Yes,6923,360,134,300,1,Semiurban,Approved
Female,No,Not Graduate,No,3216,8423,611,180,1,Semiurban,Rejected
Male,Yes,Graduate,No,6821,1541,549,300,0,Rural,Rejected
Female,Yes,Not Graduate,No,7218,3576,113,360,0,Rural,Rejected
Female,No,Not Graduate,No,11822,4314,516,180,1,Semiurban,Approved
Male,No,Not Graduate,No,18198,4658,364,180,0,Rural,Rejected
Female,No,Not Graduate,No,8204,5992,254,360,1,Urban,Approved
Female,Yes,Not Graduate,No,2035,6796,588,180,1,Rural,Rejected
Male,No,Not Graduate,No,5172,8689,579,180,0,Rural,Rejected
Female,Yes,Not Graduate,No,10024,504,232,180,1,Rural,Approved
Male,No,Not Graduate,No,13768,9219,57,360,0,Urban,Rejected
Female,Yes,Not Graduate,No,15763,4663,435,180,1,Rural,Approved
Male,No,Graduate,Yes,2081,2217,63,240,1,Semiurban,Rejected
Female,No,Not Graduate,No,1832,9998,476,180,1,Semiurban,Rejected
Female,Yes,Graduate,Yes,17415,3732,273,360,1,Semiurban,Approved
Male,No,Graduate,Yes,16517,1520,167,240,0,Urban,Rejected
Male,No,Not Graduate,Yes,19839,4696,55,300,0,Rural,Rejected
Male,Yes,Not Graduate,No,2660,720,136,240,0,Semiurban,Rejected
Female,No,Not Graduate,No,6383,6394,197,360,0,Semiurban,Rejected
Female,No,Not Graduate,No,14321,5248,148,240,0,Urban,Rejected
Male,Yes,Graduate,No,19252,2869,695,300,1,Rural,Approved
Male,Yes,Graduate,No,5420,355,77,240,1,Rural,Approved
Female,No,Not Graduate,Yes,8523,5489,162,300,0,Urban,Rejected
Male,Yes,Graduate,No,10125,2617,434,300,0,Urban,Rejected
Female,No,Graduate,No,15687,8947,79,360,1,Urban,Approved
Female,No,Graduate,No,14079,2830,352,180,0,Semiurban,Rejected
Female,No,Graduate,Yes,17569,9201,564,360,0,Semiurban,Rejected
Male,No,Graduate,No,14515,6402,488,300,1,Rural,Approved
Female,Yes,Not Graduate,Yes,7874,4521,678,300,1,Rural,Approved
Female,Yes,Graduate,Yes,6768,7304,292,360,0,Semiurban,Rejected
Male,Yes,Graduate,No,10022,3484,225,300,0,Rural,Rejected
Female,Yes,Not Graduate,No,4769,9978,106,360,1,Urban,Rejected
Male,No,Graduate,No,19166,9361,396,240,1,Rural,Approved
Male,No,Not Graduate,No,1621,5261,333,180,1,Urban,Rejected
Female,No,Not Graduate,No,11793,7390,433,180,0,Rural,Rejected
Female,Yes,Graduate,No,3370,429,578,360,1,Urban,Rejected
Female,No,Graduate,Yes,14221,6357,694,240,1,Urban,Approved
Male,No,Graduate,No,14766,5742,397,360,0,Urban,Rejected
Female,Yes,Not Graduate,No,3538,6948,374,300,1,Semiurban,Rejected
Male,Yes,Not Graduate,No,3775,9896,501,360,0,Rural,Rejected
Female,Yes,Graduate,Yes,3528,6594,218,300,0,Rural,Rejected
Male,Yes,Not Graduate,No,11745,3700,307,300,1,Rural,Approved
Male,No,Not Graduate,Yes,10876,6404,673,300,0,Rural,Rejected
Male,No,Graduate,No,4529,2856,101,360,0,Rural,Rejected
Male,Yes,Not Graduate,Yes,9667,100,116,360,0,Rural,Rejected
Male,No,Not Graduate,No,17365,2494,305,180,0,Rural,Rejected
Female,No,Not Graduate,No,2658,9936,414,300,1,Urban,Rejected
Female,Yes,Graduate,No,17811,7595,299,240,1,Urban,Approved
Male,No,Graduate,Yes,7333,5839,334,300,1,Semiurban,Approved
Male,No,Graduate,No,17736,7804,493,360,1,Rural,Approved
Female,No,Graduate,Yes,7421,1736,270,180,0,Semiurban,Rejected
Male,No,Graduate,No,19204,6199,442,180,0,Urban,Rejected
Female,Yes,Not Graduate,Yes,17399,9300,623,300,0,Semiurban,Rejected
Female,No,Graduate,Yes,8542,919,602,360,0,Rural,Rejected
Female,Yes,Not Graduate,No,13134,4832,198,360,1,Urban,Approved
Female,Yes,Not Graduate,No,8567,503,200,360,0,Semiurban,Rejected
Male,No,Not Graduate,No,5550,3534,197,300,0,Rural,Rejected
Female,No,Graduate,No,7092,4650,378,360,1,Rural,Approved
Male,Yes,Not Graduate,Yes,11230,2800,293,240,1,Semiurban,Approved
Male,Yes,Not Graduate,No,1722,1427,356,240,1,Rural,Rejected
Male,Yes,Graduate,No,4910,1920,562,300,0,Semiurban,Rejected
Male,Yes,Not Graduate,Yes,3022,3589,69,240,0,Rural,Rejected
Female,Yes,Graduate,Yes,12440,879,380,300,1,Semiurban,Approved
Male,No,Not Graduate,No,1806,2236,192,180,1,Semiurban,Rejected
Female,Yes,Graduate,Yes,3716,7250,248,360,1,Rural,Rejected
Male,Yes,Graduate,Yes,11209,4694,659,360,1,Urban,Approved
Female,Yes,Not Graduate,Yes,12952,2182,330,360,1,Rural,Approved
Female,Yes,Graduate,Yes,9831,4110,438,180,0,Semiurban,Rejected
Female,No,Graduate,No,15825,9775,384,240,0,Semiurban,Rejected
Female,No,Not Graduate,Yes,12573,6221,471,360,0,Semiurban,Rejected
Female,No,Not Graduate,Yes,15764,863,73,240,0,Rural,Rejected
Female,Yes,Graduate,Yes,19593,9468,539,180,1,Rural,Approved
Female,Yes,Not Graduate,Yes,7827,8809,384,180,0,Semiurban,Rejected
Female,Yes,Not Graduate,Yes,15164,7884,242,180,0,Rural,Rejected
Female,No,Not Graduate,No,15053,2508,285,180,0,Rural,Rejected
Male,Yes,Graduate,No,16153,3650,198,240,0,Semiurban,Rejected
Male,Yes,Not Graduate,No,9535,2867,355,360,1,Rural,Approved
Male,No,Not Graduate,Yes,16963,6787,511,360,0,Rural,Rejected
Female,Yes,Not Graduate,No,15671,9781,487,240,0,Semiurban,Rejected
Female,No,Graduate,Yes,2740,3830,379,360,1,Rural,Rejected
Female,Yes,Not Graduate,Yes,3970,1527,77,180,0,Urban,Rejected
Male,No,Not Graduate,Yes,8029,6373,583,240,0,Semiurban,Rejected
Male,Yes,Not Graduate,Yes,17489,397,226,300,1,Urban,Approved
Female,Yes,Graduate,No,11833,2687,192,360,1,Urban,Approved
Male,No,Not Graduate,Yes,5176,7455,505,240,0,Rural,Rejected
Male,No,Not Graduate,Yes,2600,8549,408,360,1,Rural,Rejected
Male,Yes,Not Graduate,Yes,8722,1107,145,180,0,Semiurban,Rejected
Male,Yes,Not Graduate,No,7081,8499,618,360,0,Semiurban,Rejected
Male,No,Not Graduate,Yes,6482,2546,700,240,0,Urban,Rejected
Female,No,Graduate,Yes,6619,942,248,180,1,Urban,Approved
Male,No,Not Graduate,No,9173,5987,107,360,1,Semiurban,Approved
Female,No,Not Graduate,No,7336,1576,301,300,1,Rural,Approved
Female,Yes,Graduate,Yes,19399,149,565,180,1,Rural,Approved
Male,Yes,Graduate,No,10333,8848,148,240,1,Urban,Approved
Male,No,Not Graduate,Yes,10030,4111,393,240,0,Urban,Rejected
Female,No,Not Graduate,Yes,15017,1566,137,240,1,Urban,Approved
Male,Yes,Graduate,No,9202,59,161,300,1,Rural,Approved
Female,Yes,Graduate,No,13290,9389,180,360,1,Rural,Approved
Female,Yes,Graduate,Yes,11424,3069,92,180,1,Urban,Approved
Male,Yes,Graduate,Yes,2797,2717,365,180,1,Semiurban,Rejected
Male,Yes,Graduate,No,16698,4522,595,360,1,Semiurban,Approved
Male,No,Not Graduate,No,3222,4765,85,180,0,Urban,Rejected
Female,Yes,Not Graduate,Yes,13361,5161,173,240,0,Urban,Rejected
Female,No,Graduate,Yes,15530,7434,539,180,0,Semiurban,Rejected
Male,No,Not Graduate,No,5036,5891,339,240,0,Semiurban,Rejected
Female,Yes,Graduate,No,6437,375,504,180,0,Urban,Rejected
Female,No,Graduate,Yes,10899,5927,376,300,1,Rural,Approved
Female,Yes,Not Graduate,Yes,5052,5114,253,240,0,Semiurban,Rejected
Male,Yes,Not Graduate,Yes,10423,3327,551,180,1,Rural,Approved
Male,No,Graduate,No,6845,9589,519,240,0,Semiurban,Rejected
Male,Yes,Graduate,Yes,3990,803,549,360,1,Urban,Rejected
Female,No,Not Graduate,Yes,7134,3416,85,240,0,Urban,Rejected
Female,Yes,Not Graduate,No,13676,7624,533,300,0,Urban,Rejected
Female,No,Not Graduate,Yes,17033,6670,691,300,0,Rural,Rejected
Male,No,Not Graduate,No,18473,3800,461,300,1,Urban,Approved
Male,Yes,Not Graduate,Yes,13677,7163,90,180,0,Semiurban,Rejected
Female,Yes,Graduate,No,16578,7603,174,240,1,Urban,Approved
Female,No,Not Graduate,Yes,11927,6749,76,360,1,Urban,Approved
Female,No,Graduate,No,15169,9200,604,300,0,Semiurban,Rejected
Female,No,Graduate,Yes,6694,444,312,180,0,Semiurban,Rejected
Male,Yes,Not Graduate,No,15976,2112,349,300,1,Semiurban,Approved
Female,No,Graduate,No,12874,4091,200,360,1,Rural,Approved
Male,No,Graduate,No,10234,481,676,240,0,Rural,Rejected
Male,Yes,Not Graduate,No,6337,9785,451,300,1,Rural,Approved
Female,No,Graduate,Yes,13751,9028,377,240,0,Semiurban,Rejected
Female,No,Not Graduate,Yes,10015,4921,630,240,0,Urban,Rejected
Male,No,Graduate,Yes,18915,7326,416,360,0,Urban,Rejected
Female,Yes,Not Graduate,Yes,14044,1773,584,360,0,Semiurban,Rejected
Male,No,Not Graduate,Yes,16392,9337,312,360,0,Semiurban,Rejected
Male,No,Not Graduate,Yes,6302,5316,608,180,0,Semiurban,Rejected
Female,No,Graduate,No,13775,5798,88,300,1,Urban,Approved
Male,Yes,Not Graduate,No,2207,1309,340,180,1,Urban,Rejected
Female,No,Not Graduate,No,11105,1956,633,240,1,Rural,Approved
Female,No,Graduate,No,7844,3312,178,360,0,Urban,Rejected
Male,Yes,Graduate,No,14515,5579,396,300,1,Urban,Approved
Female,Yes,Graduate,Yes,10391,7996,682,300,1,Rural,Approved
Male,Yes,Not Graduate,Yes,11919,5034,112,180,0,Urban,Rejected
Female,Yes,Not Graduate,Yes,11211,4777,526,180,1,Urban,Approved
Male,No,Graduate,Yes,12177,150,545,300,0,Rural,Rejected
Female,No,Not Graduate,Yes,6551,4778,684,240,1,Semiurban,Approved
Female,No,Not Graduate,No,13947,9472,211,240,0,Semiurban,Rejected
Male,No,Not Graduate,Yes,17596,4309,660,240,1,Semiurban,Approved
Male,Yes,Not Graduate,No,1611,1025,133,300,1,Semiurban,Rejected
Male,No,Graduate,Yes,5360,163,347,360,1,Semiurban,Approved
Female,Yes,Graduate,Yes,11229,2668,145,180,1,Urban,Approved
Female,No,Graduate,Yes,14591,1058,72,180,1,Semiurban,Approved
Male,No,Not Graduate,No,15986,7997,258,300,0,Rural,Rejected
Male,No,Graduate,Yes,10721,9688,224,180,1,Semiurban,Approved
Female,No,Not Graduate,No,2066,1865,200,300,0,Urban,Rejected
Female,Yes,Graduate,Yes,19503,5793,496,180,1,Urban,Approved
Male,Yes,Not Graduate,Yes,16673,1270,309,180,1,Urban,Approved
Female,No,Not Graduate,No,5230,2239,111,300,1,Rural,Approved
Male,No,Not Graduate,Yes,3687,7531,672,360,0,Rural,Rejected
Male,No,Graduate,No,11235,107,177,360,1,Semiurban,Approved
Female,No,Not Graduate,No,5562,6894,428,300,1,Urban,Approved
Female,Yes,Graduate,No,19385,9205,588,300,1,Rural,Approved
Male,No,Not Graduate,No,5594,8872,490,180,0,Rural,Rejected
Male,Yes,Graduate,No,18912,8987,180,360,0,Rural,Rejected
Male,Yes,Graduate,No,8274,8638,515,300,0,Urban,Rejected
Male,Yes,Not Graduate,Yes,11147,8953,62,240,0,Rural,Rejected
Male,Yes,Graduate,Yes,11769,1897,260,300,1,Semiurban,Approved
Male,Yes,Graduate,No,13676,3815,171,300,0,Rural,Rejected
Male,Yes,Graduate,No,19864,294,638,300,0,Rural,Rejected
Female,No,Not Graduate,Yes,9749,6823,61,300,1,Rural,Approved
Female,No,Not Graduate,Yes,17472,7732,378,240,0,Semiurban,Rejected
Male,Yes,Not Graduate,Yes,11036,1593,697,360,0,Rural,Rejected
Male,No,Graduate,Yes,12173,2,694,360,0,Urban,Rejected
Male,Yes,Not Graduate,Yes,7448,2713,173,300,1,Urban,Approved
Female,No,Graduate,Yes,7117,804,692,180,1,Rural,Approved
Female,Yes,Graduate,No,3800,8097,600,300,0,Rural,Rejected
Male,No,Not Graduate,Yes,9257,5896,585,360,0,Semiurban,Rejected
Female,No,Not Graduate,No,13078,9500,463,240,1,Semiurban,Approved
Female,No,Not Graduate,No,7692,240,192,300,1,Urban,Approved
Female,Yes,Graduate,No,17129,6011,203,180,1,Rural,Approved
Female,Yes,Graduate,No,6422,3511,675,360,1,Urban,Approved
Male,No,Graduate,Yes,7116,8911,246,360,0,Semiurban,Rejected
